nome,lista,link
ADI 5832,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=66239&amp;data=10/10/2018&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=TP&amp;sessao=O&amp;lista=LISTA1
ADI 4759,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=66240&amp;data=10/10/2018&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=TP&amp;sessao=O&amp;lista=LISTA2
ADI 3185,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=66242&amp;data=10/10/2018&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=TP&amp;sessao=O&amp;lista=LISTA4
ADI 5767,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=66243&amp;data=10/10/2018&amp;ministro=MIN.MARCOAUR%C3%89LIO&amp;colegiado=TP&amp;sessao=O&amp;lista=LISTA5
ADI 2898,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=66039&amp;data=10/10/2018&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=TP&amp;sessao=O&amp;lista=LISTA1
ADI 2323,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=66059&amp;data=10/10/2018&amp;ministro=MIN.ALEXANDREDEMORAES&amp;colegiado=TP&amp;sessao=O&amp;lista=LISTA3
ADI 2605,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=66079&amp;data=10/10/2018&amp;ministro=MIN.ALEXANDREDEMORAES&amp;colegiado=TP&amp;sessao=O&amp;lista=LISTA4
ADI 4820,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=65120&amp;data=20/09/2018&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA1
ADI 3785,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=64601&amp;data=20/09/2018&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA1
ADI 5111,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=64756&amp;data=20/09/2018&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA2
ADI 5257,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=65139&amp;data=20/09/2018&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA2
ADI 4613,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=65279&amp;data=20/09/2018&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA4
ADI 3418,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=63702&amp;data=20/09/2018&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA1
ADI 4577,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=63583&amp;data=20/09/2018&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA1
ADI 5024,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=65100&amp;data=20/09/2018&amp;ministro=MIN.ROBERTOBARROSO&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA1
ADI 3863,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=63919&amp;data=20/09/2018&amp;ministro=MIN.EDSONFACHIN&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA3
ADI 1757,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=65790&amp;data=20/09/2018&amp;ministro=MIN.ALEXANDREDEMORAES&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA2
ADI 5432,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=64754&amp;data=19/09/2018&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=TP&amp;sessao=O&amp;lista=LISTA1
ADI 1003,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=62740&amp;data=01/08/2018&amp;ministro=MIN.C%C3%81RMENL%C3%9ACIA&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA2
ADI 4318,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=62741&amp;data=01/08/2018&amp;ministro=MIN.C%C3%81RMENL%C3%9ACIA&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA3
ADI 4618,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=62742&amp;data=01/08/2018&amp;ministro=MIN.C%C3%81RMENL%C3%9ACIA&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA4
ADI 5585,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=62714&amp;data=01/08/2018&amp;ministro=MIN.EDSONFACHIN&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA1
ADI 3144,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=62859&amp;data=01/08/2018&amp;ministro=MIN.EDSONFACHIN&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA2
ADI 5472,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=62879&amp;data=01/08/2018&amp;ministro=MIN.EDSONFACHIN&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA3
ADI 4228,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=55470&amp;data=01/08/2018&amp;ministro=MIN.ALEXANDREDEMORAES&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA17
ADI 4724,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=62499&amp;data=01/08/2018&amp;ministro=MIN.CELSODEMELLO&amp;colegiado=TP&amp;sessao=O&amp;lista=LISTA1
ADI 1476,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=62519&amp;data=01/08/2018&amp;ministro=MIN.CELSODEMELLO&amp;colegiado=TP&amp;sessao=O&amp;lista=LISTA2
ADI 4977,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=62739&amp;data=01/08/2018&amp;ministro=MIN.C%C3%81RMENL%C3%9ACIA&amp;colegiado=TP&amp;sessao=O&amp;lista=LISTA1
ADI 4808,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=62743&amp;data=01/08/2018&amp;ministro=MIN.C%C3%81RMENL%C3%9ACIA&amp;colegiado=TP&amp;sessao=O&amp;lista=LISTA5
ADI 4137,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=62744&amp;data=01/08/2018&amp;ministro=MIN.C%C3%81RMENL%C3%9ACIA&amp;colegiado=TP&amp;sessao=O&amp;lista=LISTA6
ADI 2500,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=62745&amp;data=01/08/2018&amp;ministro=MIN.C%C3%81RMENL%C3%9ACIA&amp;colegiado=TP&amp;sessao=O&amp;lista=LISTA7
ADI 4552,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=62746&amp;data=01/08/2018&amp;ministro=MIN.C%C3%81RMENL%C3%9ACIA&amp;colegiado=TP&amp;sessao=O&amp;lista=LISTA8
ADI 5010,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=62847&amp;data=01/08/2018&amp;ministro=MIN.C%C3%81RMENL%C3%9ACIA&amp;colegiado=TP&amp;sessao=O&amp;lista=LISTA9
ADI 4913,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=62848&amp;data=01/08/2018&amp;ministro=MIN.C%C3%81RMENL%C3%9ACIA&amp;colegiado=TP&amp;sessao=O&amp;lista=LISTA10
ADI 5300,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=59460&amp;data=20/06/2018&amp;ministro=MIN.ALEXANDREDEMORAES&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA1
ADI 3915,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=59099&amp;data=20/06/2018&amp;ministro=MIN.ALEXANDREDEMORAES&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA1
ADI 5107,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=54150&amp;data=20/06/2018&amp;ministro=MIN.ALEXANDREDEMORAES&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA1
ADI 4698,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=59768&amp;data=13/06/2018&amp;ministro=MIN.ROBERTOBARROSO&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA1
ADI 4544,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=62185&amp;data=13/06/2018&amp;ministro=MIN.ROBERTOBARROSO&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA2
ADI 5018,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=59769&amp;data=13/06/2018&amp;ministro=MIN.ROBERTOBARROSO&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA2
ADI 4609,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=62283&amp;data=13/06/2018&amp;ministro=MIN.ROBERTOBARROSO&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA3
ADI 5213,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=54151&amp;data=13/06/2018&amp;ministro=MIN.ALEXANDREDEMORAES&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA2
ADI 4647,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=61582&amp;data=06/06/2018&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA1
ADI 2087,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=57701&amp;data=12/04/2018&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA1
ADI 1802,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=57719&amp;data=12/04/2018&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA2
ADI 2304,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=57702&amp;data=12/04/2018&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA3
ADI 3207,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=55450&amp;data=12/04/2018&amp;ministro=MIN.ALEXANDREDEMORAES&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA16
ADI 4962,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=52029&amp;data=12/04/2018&amp;ministro=MIN.ALEXANDREDEMORAES&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA5
ADI 4984,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=52045&amp;data=12/04/2018&amp;ministro=MIN.ALEXANDREDEMORAES&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA6
ADI 5004,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=52046&amp;data=12/04/2018&amp;ministro=MIN.ALEXANDREDEMORAES&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA7
ADI 5098,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=52030&amp;data=12/04/2018&amp;ministro=MIN.ALEXANDREDEMORAES&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA8
ADI 5103,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=52047&amp;data=12/04/2018&amp;ministro=MIN.ALEXANDREDEMORAES&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA9
ADI 4332,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=53347&amp;data=07/02/2018&amp;ministro=MIN.ALEXANDREDEMORAES&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA1
ADI 4008,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=49393&amp;data=08/11/2017&amp;ministro=MIN.ROBERTOBARROSO&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA1
ADI 5293,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=51626&amp;data=08/11/2017&amp;ministro=MIN.ALEXANDREDEMORAES&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA1
ADI 1703,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=52025&amp;data=08/11/2017&amp;ministro=MIN.ALEXANDREDEMORAES&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA1
ADI 2941,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=52026&amp;data=08/11/2017&amp;ministro=MIN.ALEXANDREDEMORAES&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA2
ADI 5168,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=46622&amp;data=30/06/2017&amp;ministro=MIN.C%C3%81RMENL%C3%9ACIA&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA1
ADI 4879,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=46642&amp;data=30/06/2017&amp;ministro=MIN.C%C3%81RMENL%C3%9ACIA&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA2
ADI 4707,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=41137&amp;data=30/06/2017&amp;ministro=MIN.C%C3%81RMENL%C3%9ACIA&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA13
ADI 5332,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=47287&amp;data=30/06/2017&amp;ministro=MIN.C%C3%81RMENL%C3%9ACIA&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA3
ADI 5270,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=49945&amp;data=30/06/2017&amp;ministro=MIN.ROSAWEBER&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA1
ADI 3630,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=50849&amp;data=30/06/2017&amp;ministro=MIN.EDSONFACHIN&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA1
ADI 4696,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=49625&amp;data=30/06/2017&amp;ministro=MIN.EDSONFACHIN&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA2
ADI 3111,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=49327&amp;data=30/06/2017&amp;ministro=MIN.ALEXANDREDEMORAES&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA1
ADI 3605,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=49585&amp;data=30/06/2017&amp;ministro=MIN.ALEXANDREDEMORAES&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA1
ADI 1809,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=50745&amp;data=29/06/2017&amp;ministro=MIN.CELSODEMELLO&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA1
ADI 1197,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=48067&amp;data=18/05/2017&amp;ministro=MIN.CELSODEMELLO&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA1
ADI 5569,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=46462&amp;data=18/05/2017&amp;ministro=MIN.ROSAWEBER&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA1
ADI 4000,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=46042&amp;data=18/05/2017&amp;ministro=MIN.EDSONFACHIN&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA1
ADI 3157,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=44311&amp;data=15/12/2016&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA2
ADI 1626,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=44312&amp;data=15/12/2016&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA3
ADI 4418,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=44313&amp;data=15/12/2016&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA4
ADI 2696,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=44315&amp;data=15/12/2016&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA6
ADI 4825,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=44682&amp;data=15/12/2016&amp;ministro=MIN.EDSONFACHIN&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA4
ADI 4462,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=41133&amp;data=18/08/2016&amp;ministro=MIN.C%C3%81RMENL%C3%9ACIA&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA9
ADI 4509,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=41135&amp;data=18/08/2016&amp;ministro=MIN.C%C3%81RMENL%C3%9ACIA&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA11
ADI 4761,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=41316&amp;data=18/08/2016&amp;ministro=MIN.ROBERTOBARROSO&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA1
ADI 4649,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=39004&amp;data=01/07/2016&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA3
ADI 2144,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=39354&amp;data=02/06/2016&amp;ministro=MIN.TEORIZAVASCKI&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA9
ADI 4912,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=39211&amp;data=11/05/2016&amp;ministro=MIN.EDSONFACHIN&amp;colegiado=TP&amp;sessao=O&amp;lista=LISTA4
ADI 3959,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=38451&amp;data=20/04/2016&amp;ministro=MIN.ROBERTOBARROSO&amp;colegiado=TP&amp;sessao=O&amp;lista=LISTA1
ADI 4511,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=38111&amp;data=06/04/2016&amp;ministro=MIN.EDSONFACHIN&amp;colegiado=TP&amp;sessao=O&amp;lista=LISTA2
ADI 3552,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=37240&amp;data=17/03/2016&amp;ministro=MIN.ROBERTOBARROSO&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA7
ADI 4211,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=36625&amp;data=03/03/2016&amp;ministro=MIN.TEORIZAVASCKI&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA3
ADI 1301,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=37003&amp;data=03/03/2016&amp;ministro=MIN.ROBERTOBARROSO&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA4
ADI 4259,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=36335&amp;data=03/03/2016&amp;ministro=MIN.EDSONFACHIN&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA3
ADI 3278,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=36340&amp;data=03/03/2016&amp;ministro=MIN.EDSONFACHIN&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA4
ADI 1087,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=36446&amp;data=03/03/2016&amp;ministro=MIN.EDSONFACHIN&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA6
ADI 1352,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=36457&amp;data=03/03/2016&amp;ministro=MIN.EDSONFACHIN&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA7
ADI 1046,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=35836&amp;data=18/12/2015&amp;ministro=MIN.EDSONFACHIN&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA8
ADI 1942,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=35837&amp;data=18/12/2015&amp;ministro=MIN.EDSONFACHIN&amp;colegiado=TP&amp;sessao=E&amp;lista=LISTA9
ADI 1195,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=35436&amp;data=02/12/2015&amp;ministro=MIN.EDSONFACHIN&amp;colegiado=TP&amp;sessao=O&amp;lista=LISTA1
ADI 3331,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=35211&amp;data=25/11/2015&amp;ministro=MIN.ROBERTOBARROSO&amp;colegiado=TP&amp;sessao=O&amp;lista=LISTA5
ADI 4081,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=34456&amp;data=25/11/2015&amp;ministro=MIN.EDSONFACHIN&amp;colegiado=TP&amp;sessao=O&amp;lista=LISTA2
ADI 763,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=34457&amp;data=25/11/2015&amp;ministro=MIN.EDSONFACHIN&amp;colegiado=TP&amp;sessao=O&amp;lista=LISTA3
ADI 2528,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=34815&amp;data=25/11/2015&amp;ministro=MIN.EDSONFACHIN&amp;colegiado=TP&amp;sessao=O&amp;lista=LISTA8
ADI 2732,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=33502&amp;data=07/10/2015&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=TP&amp;sessao=O&amp;lista=LISTA6
ADI 3852,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=33503&amp;data=07/10/2015&amp;ministro=MIN.DIASTOFFOLI&amp;colegiado=TP&amp;sessao=O&amp;lista=LISTA7
ADI 1756,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=33665&amp;data=07/10/2015&amp;ministro=MIN.ROBERTOBARROSO&amp;colegiado=TP&amp;sessao=O&amp;lista=LISTA8
ADI 1342,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=31838&amp;data=02/09/2015&amp;ministro=MIN.GILMARMENDES&amp;colegiado=TP&amp;sessao=O&amp;lista=LISTA1
ADI 1148,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=31871&amp;data=02/09/2015&amp;ministro=MIN.GILMARMENDES&amp;colegiado=TP&amp;sessao=O&amp;lista=LISTA2
ADI 5075,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=31725&amp;data=19/08/2015&amp;ministro=MIN.ROBERTOBARROSO&amp;colegiado=TP&amp;sessao=O&amp;lista=LISTA1
ADI 4309,True,https://www.stf.jus.br/portal/pauta/listaMinistroInterface.asp?seqLista=1015&amp;data=07/10/2009&amp;ministro=MIN.CEZARPELUSO&amp;colegiado=TP&amp;sessao=O&amp;lista=lista1
